species	protein	family	evidence	orthogroup
Agriopis_aurantiaria	Agriopis_aurantiaria_4846	Nuclear_receptor_LBD	Pfam:PF00104:21-94:cov=0.607	OG0003819
Agriopis_aurantiaria	Agriopis_aurantiaria_4853	Nuclear_receptor_LBD	Pfam:PF00104:68-191:cov=0.397	OG0003819
Agriopis_aurantiaria	Agriopis_aurantiaria_4914	ABC_TMD	Pfam:PF00664:141-426:cov=0.398	OG0003822
Agriopis_aurantiaria	Agriopis_aurantiaria_4939	UGT	Pfam:PF00201:106-321:cov=0.659	OG0000005
Agriopis_aurantiaria	Agriopis_aurantiaria_5129	CCE	Pfam:PF00135:26-517:cov=0.908	OG0004633
Agriopis_aurantiaria	Agriopis_aurantiaria_5138	CCE	Pfam:PF00135:19-531:cov=0.918	OG0006528
Agriopis_aurantiaria	Agriopis_aurantiaria_5146	CCE	Pfam:PF00135:36-524:cov=0.891	OG0002524
Agriopis_aurantiaria	Agriopis_aurantiaria_5155	CCE	Pfam:PF00135:28-508:cov=0.862	OG0009442
Agriopis_aurantiaria	Agriopis_aurantiaria_5169	CCE	Pfam:PF00135:45-533:cov=0.876	OG0002524
Agriopis_aurantiaria	Agriopis_aurantiaria_5210	CCE	Pfam:PF00135:21-505:cov=0.868	OG0000020
Agriopis_aurantiaria	Agriopis_aurantiaria_5383	CYP	Pfam:PF00067:32-486:cov=0.912	OG0000145
Agriopis_aurantiaria	Agriopis_aurantiaria_5416	UGT	Pfam:PF00201:30-494:cov=0.769	OG0000005
Agriopis_aurantiaria	Agriopis_aurantiaria_5492	GST_C	Pfam:PF00043:110-194:cov=0.385	OG0000180
Agriopis_aurantiaria	Agriopis_aurantiaria_5697	bHLH	Pfam:PF00010:34-84:cov=0.554	OG0004639
Agriopis_aurantiaria	Agriopis_aurantiaria_5817	Keap1_BTB	Pfam:PF00651:67-163:cov=0.370	OG0011631
Agriopis_aurantiaria	Agriopis_aurantiaria_5996	UGT	Pfam:PF00201:212-611:cov=0.621	OG0005770
Agriopis_aurantiaria	Agriopis_aurantiaria_6090	CYP	Pfam:PF00067:35-482:cov=0.900	OG0000013
Agriopis_aurantiaria	Agriopis_aurantiaria_6114	Peroxiredoxin	Pfam:PF00578:36-167:cov=0.581	OG0008718
Agriopis_aurantiaria	Agriopis_aurantiaria_6204	CCE	Pfam:PF00135:25-507:cov=0.913	OG0007105
Agriopis_aurantiaria	Agriopis_aurantiaria_6361	Nuclear_receptor_LBD	Pfam:PF00104:230-404:cov=0.392	OG0002823
Agriopis_aurantiaria	Agriopis_aurantiaria_6380	SULT	Pfam:PF00685:45-295:cov=0.804	OG0005589
Agriopis_aurantiaria	Agriopis_aurantiaria_6394	CYP	Pfam:PF00067:10-433:cov=0.957	OG0007273
Agriopis_aurantiaria	Agriopis_aurantiaria_64	Catalase	Pfam:PF00199:25-406:cov=0.752	OG0000338
Agriopis_aurantiaria	Agriopis_aurantiaria_6507	CCE	Pfam:PF00135:33-536:cov=0.486;Pfam:PF00135:553-1018:cov=0.450	OG0018328
Agriopis_aurantiaria	Agriopis_aurantiaria_6561	CCE	Pfam:PF00135:28-518:cov=0.473;Pfam:PF00135:523-1019:cov=0.479	OG0000051
Agriopis_aurantiaria	Agriopis_aurantiaria_6566	CCE	Pfam:PF00135:25-526:cov=0.867	OG0000051
Agriopis_aurantiaria	Agriopis_aurantiaria_6681	CCE	Pfam:PF00135:19-515:cov=0.929	OG0000051
Agriopis_aurantiaria	Agriopis_aurantiaria_6692	CCE	Pfam:PF00135:19-515:cov=0.931	OG0000051
Agriopis_aurantiaria	Agriopis_aurantiaria_6702	CCE	Pfam:PF00135:6-514:cov=0.957	OG0005406
Agriopis_aurantiaria	Agriopis_aurantiaria_6703	CCE	Pfam:PF00135:4-511:cov=0.719	OG0001136
Agriopis_aurantiaria	Agriopis_aurantiaria_6706	CCE	Pfam:PF00135:19-515:cov=0.909	OG0000051
Agriopis_aurantiaria	Agriopis_aurantiaria_6710	CCE	Pfam:PF00135:23-511:cov=0.923	OG0000051
Agriopis_aurantiaria	Agriopis_aurantiaria_6888	ABC_TMD	Pfam:PF00664:1-88:cov=0.967	OG0021324
Agriopis_aurantiaria	Agriopis_aurantiaria_6890	ABC_NBD	Pfam:PF00005:145-293:cov=0.405	OG0000399
Agriopis_aurantiaria	Agriopis_aurantiaria_6923	CCE	Pfam:PF00135:2-516:cov=0.983	OG0002322
Agriopis_aurantiaria	Agriopis_aurantiaria_6938	CCE	Pfam:PF00135:22-561:cov=0.925	OG0002076
Agriopis_aurantiaria	Agriopis_aurantiaria_6939	CCE	Pfam:PF00135:24-558:cov=0.918	OG0002076
Agriopis_aurantiaria	Agriopis_aurantiaria_6996	CCE	Pfam:PF00135:1-382:cov=0.957	OG0009697
Agriopis_aurantiaria	Agriopis_aurantiaria_7017	CCE	Pfam:PF00135:26-567:cov=0.914	OG0002076
Agriopis_aurantiaria	Agriopis_aurantiaria_7018	EH	Pfam:PF00561:42-301:cov=0.718	OG0000387
Agriopis_aurantiaria	Agriopis_aurantiaria_7073	CYP	Pfam:PF00067:34-499:cov=0.893	OG0000058
Agriopis_aurantiaria	Agriopis_aurantiaria_7101	CYP	Pfam:PF00067:35-473:cov=0.878	OG0000103
Agriopis_aurantiaria	Agriopis_aurantiaria_7109	CYP	Pfam:PF00067:30-488:cov=0.931	OG0001139
Agriopis_aurantiaria	Agriopis_aurantiaria_7138	CYP	Pfam:PF00067:37-483:cov=0.894	OG0000103
Agriopis_aurantiaria	Agriopis_aurantiaria_7148	CYP	Pfam:PF00067:36-474:cov=0.882	OG0000103
Agriopis_aurantiaria	Agriopis_aurantiaria_7152	CYP	Pfam:PF00067:31-492:cov=0.933	OG0001139
Agriopis_aurantiaria	Agriopis_aurantiaria_7247	CCE	Pfam:PF00135:373-872:cov=0.530	OG0004654
Agriopis_aurantiaria	Agriopis_aurantiaria_7354	CCE	Pfam:PF00135:28-342:cov=0.838	OG0004954
Agriopis_aurantiaria	Agriopis_aurantiaria_7409	Catalase	Pfam:PF00199:5-379:cov=0.798	OG0000338
Agriopis_aurantiaria	Agriopis_aurantiaria_7443	Catalase	Pfam:PF00199:44-424:cov=0.738	OG0000338
Agriopis_aurantiaria	Agriopis_aurantiaria_7450	Catalase	Pfam:PF00199:40-419:cov=0.748	OG0000338
Agriopis_aurantiaria	Agriopis_aurantiaria_7461	UGT	Pfam:PF00201:97-493:cov=0.774	OG0000546
Agriopis_aurantiaria	Agriopis_aurantiaria_7492	UGT	Pfam:PF00201:89-486:cov=0.602	OG0000546
Agriopis_aurantiaria	Agriopis_aurantiaria_7493	UGT	Pfam:PF00201:100-503:cov=0.770	OG0008892
Agriopis_aurantiaria	Agriopis_aurantiaria_7502	ABC_TMD	Pfam:PF00664:81-350:cov=0.409	OG0005978
Agriopis_aurantiaria	Agriopis_aurantiaria_752	CYP	Pfam:PF00067:8-367:cov=0.916	OG0002971
Agriopis_aurantiaria	Agriopis_aurantiaria_7582	CCE	Pfam:PF00135:35-458:cov=0.835	OG0009583
Agriopis_aurantiaria	Agriopis_aurantiaria_7607	CCE	Pfam:PF00135:26-136:cov=0.804	OG0012977
Agriopis_aurantiaria	Agriopis_aurantiaria_7637	SOD_CuZn	Pfam:PF00080:106-241:cov=0.555	OG0006913
Agriopis_aurantiaria	Agriopis_aurantiaria_7661	SOD_CuZn	Pfam:PF00080:36-170:cov=0.780	OG0001345
Agriopis_aurantiaria	Agriopis_aurantiaria_7717	CCE	Pfam:PF00135:12-538:cov=0.939	OG0002257
Agriopis_aurantiaria	Agriopis_aurantiaria_7720	CCE	Pfam:PF00135:55-593:cov=0.845	OG0004660
Agriopis_aurantiaria	Agriopis_aurantiaria_7726	CCE	Pfam:PF00135:11-532:cov=0.941	OG0002257
Agriopis_aurantiaria	Agriopis_aurantiaria_8101	CCE	Pfam:PF00135:43-315:cov=0.817	OG0016439
Agriopis_aurantiaria	Agriopis_aurantiaria_8120	CYP	Pfam:PF00067:35-496:cov=0.901	OG0000057
Agriopis_aurantiaria	Agriopis_aurantiaria_8123	CYP	Pfam:PF00067:67-488:cov=0.804	OG0000057
Agriopis_aurantiaria	Agriopis_aurantiaria_8129	CYP	Pfam:PF00067:49-496:cov=0.868	OG0000057
Agriopis_aurantiaria	Agriopis_aurantiaria_8133	CYP	Pfam:PF00067:34-489:cov=0.894	OG0000057
Agriopis_aurantiaria	Agriopis_aurantiaria_8217	Thioredoxin	Pfam:PF00085:12-102:cov=0.858	OG0002684
Agriopis_aurantiaria	Agriopis_aurantiaria_8321	CCE	Pfam:PF00135:557-1056:cov=0.460;Pfam:PF00135:21-521:cov=0.460	OG0000051
Agriopis_aurantiaria	Agriopis_aurantiaria_8326	CCE	Pfam:PF00135:21-521:cov=0.874	OG0000051
Agriopis_aurantiaria	Agriopis_aurantiaria_8356	CCE	Pfam:PF00135:24-523:cov=0.901	OG0000051
Agriopis_aurantiaria	Agriopis_aurantiaria_8399	Nuclear_receptor_LBD	Pfam:PF00104:255-455:cov=0.422	OG0003980
Agriopis_aurantiaria	Agriopis_aurantiaria_8458	CYP	Pfam:PF00067:8-395:cov=0.917	OG0002920
Agriopis_aurantiaria	Agriopis_aurantiaria_8523	CYP	Pfam:PF00067:39-484:cov=0.887	OG0000248
Agriopis_aurantiaria	Agriopis_aurantiaria_8529	CYP	Pfam:PF00067:31-490:cov=0.931	OG0000861
Agriopis_aurantiaria	Agriopis_aurantiaria_861	UGT	Pfam:PF00201:34-517:cov=0.910	OG0001029
Agriopis_aurantiaria	Agriopis_aurantiaria_8624	CYP	Pfam:PF00067:27-478:cov=0.897	OG0009188
Agriopis_aurantiaria	Agriopis_aurantiaria_8662	Nuclear_receptor_LBD	Pfam:PF00104:206-377:cov=0.433	OG0009593
Agriopis_aurantiaria	Agriopis_aurantiaria_8730	Keap1_BTB	Pfam:PF00651:30-122:cov=0.550	OG0001417
Agriopis_aurantiaria	Agriopis_aurantiaria_8741	CYP	Pfam:PF00067:36-503:cov=0.890	OG0000058
Agriopis_aurantiaria	Agriopis_aurantiaria_8750	CYP	Pfam:PF00067:35-503:cov=0.895	OG0000058
Agriopis_aurantiaria	Agriopis_aurantiaria_8785	CYP	Pfam:PF00067:35-493:cov=0.911	OG0000145
Agriopis_aurantiaria	Agriopis_aurantiaria_8881	CYP	Pfam:PF00067:11-467:cov=0.966	OG0004826
Agriopis_aurantiaria	Agriopis_aurantiaria_9006	CCE	Pfam:PF00135:450-903:cov=0.487	OG0018328
Agriopis_aurantiaria	Agriopis_aurantiaria_906	UGT	Pfam:PF00201:31-281:cov=0.854	OG0001029
Agriopis_aurantiaria	Agriopis_aurantiaria_9187	Nuclear_receptor_DBD	Pfam:PF00105:95-162:cov=0.402	OG0002687
Agriopis_aurantiaria	Agriopis_aurantiaria_9191	Catalase	Pfam:PF00199:26-407:cov=0.753	OG0000338
Agriopis_aurantiaria	Agriopis_aurantiaria_9196	Nuclear_receptor_LBD	Pfam:PF00104:174-346:cov=0.468	OG0002687
Agriopis_aurantiaria	Agriopis_aurantiaria_9239	CCE	Pfam:PF00135:159-673:cov=0.741	OG0010058
Agriopis_aurantiaria	Agriopis_aurantiaria_949	CYP	Pfam:PF00067:42-450:cov=0.872	OG0007408
Agriopis_aurantiaria	Agriopis_aurantiaria_9613	EH	Pfam:PF00561:165-466:cov=0.600	OG0008228
Agriopis_aurantiaria	Agriopis_aurantiaria_9677	CCE	Pfam:PF00135:37-529:cov=0.880	OG0013364
Agriopis_aurantiaria	Agriopis_aurantiaria_9903	Nuclear_receptor_LBD	Pfam:PF00104:124-319:cov=0.568	OG0000883
Agriopis_aurantiaria	Agriopis_aurantiaria_9931	EH	Pfam:PF00561:114-365:cov=0.582	OG0008059
Agriopis_marginaria	Agriopis_marginaria_1013	UGT	Pfam:PF00201:34-507:cov=0.894	OG0005647
Agriopis_marginaria	Agriopis_marginaria_1014	UGT	Pfam:PF00201:34-505:cov=0.894	OG0005647
Agriopis_marginaria	Agriopis_marginaria_10227	Nuclear_receptor_LBD	Pfam:PF00104:69-253:cov=0.658	OG0003819
Agriopis_marginaria	Agriopis_marginaria_10239	CYP	Pfam:PF00067:32-186:cov=0.368;Pfam:PF00067:187-416:cov=0.546	OG0000145
Agriopis_marginaria	Agriopis_marginaria_10240	CYP	Pfam:PF00067:50-474:cov=0.847	OG0000145
Agriopis_marginaria	Agriopis_marginaria_10314	Catalase	Pfam:PF00199:26-407:cov=0.753	OG0000338
Agriopis_marginaria	Agriopis_marginaria_10373	CCE	Pfam:PF00135:21-535:cov=0.926	OG0010058
Agriopis_marginaria	Agriopis_marginaria_10428	CYP	Pfam:PF00067:62-504:cov=0.837	OG0002395
Agriopis_marginaria	Agriopis_marginaria_10429	CYP	Pfam:PF00067:89-531:cov=0.797	OG0002395
Agriopis_marginaria	Agriopis_marginaria_10511	CYP	Pfam:PF00067:47-486:cov=0.892	OG0003042
Agriopis_marginaria	Agriopis_marginaria_10594	ABC_NBD	Pfam:PF00005:72-222:cov=0.515	OG0009930
Agriopis_marginaria	Agriopis_marginaria_10595	ABC_NBD	Pfam:PF00005:81-187:cov=0.415	OG0009930
Agriopis_marginaria	Agriopis_marginaria_10624	bHLH	Pfam:PF00010:36-92:cov=0.401	OG0004639
Agriopis_marginaria	Agriopis_marginaria_10625	bHLH	Pfam:PF00010:34-85:cov=0.380	OG0004639
Agriopis_marginaria	Agriopis_marginaria_10635	SOD_CuZn	Pfam:PF00080:34-170:cov=0.695	OG0002102
Agriopis_marginaria	Agriopis_marginaria_1081	CCE	Pfam:PF00135:1-225:cov=0.938	OG0016492
Agriopis_marginaria	Agriopis_marginaria_1082	CCE	Pfam:PF00135:171-605:cov=0.706	OG0005926
Agriopis_marginaria	Agriopis_marginaria_1084	CCE	Pfam:PF00135:40-568:cov=0.914	OG0005926
Agriopis_marginaria	Agriopis_marginaria_1085	CCE	Pfam:PF00135:92-624:cov=0.839	OG0005926
Agriopis_marginaria	Agriopis_marginaria_1086	CCE	Pfam:PF00135:92-637:cov=0.843	OG0005926
Agriopis_marginaria	Agriopis_marginaria_1088	FMO	Pfam:PF00743:32-242:cov=0.465	OG0006768
Agriopis_marginaria	Agriopis_marginaria_10885	Nuclear_receptor_LBD	Pfam:PF00104:119-292:cov=0.398	OG0000915
Agriopis_marginaria	Agriopis_marginaria_1089	FMO	Pfam:PF00743:171-311:cov=0.385;Pfam:PF00743:6-154:cov=0.407	OG0006768
Agriopis_marginaria	Agriopis_marginaria_10917	UGT	Pfam:PF00201:103-502:cov=0.765	OG0000546
Agriopis_marginaria	Agriopis_marginaria_10922	UGT	Pfam:PF00201:100-503:cov=0.770	OG0008892
Agriopis_marginaria	Agriopis_marginaria_10949	UGT	Pfam:PF00201:129-439:cov=0.644	OG0008476
Agriopis_marginaria	Agriopis_marginaria_10957	UGT	Pfam:PF00201:83-465:cov=0.778	OG0000546
Agriopis_marginaria	Agriopis_marginaria_11135	CYP	Pfam:PF00067:84-515:cov=0.799	OG0002971
Agriopis_marginaria	Agriopis_marginaria_11232	EH	Pfam:PF00561:63-349:cov=0.745	OG0001526
Agriopis_marginaria	Agriopis_marginaria_11447	UGT	Pfam:PF00201:53-543:cov=0.874	OG0000005
Agriopis_marginaria	Agriopis_marginaria_11460	CCE	Pfam:PF00135:21-283:cov=0.857	OG0000020
Agriopis_marginaria	Agriopis_marginaria_11461	CCE	Pfam:PF00135:242-477:cov=0.456;Pfam:PF00135:21-226:cov=0.398	OG0000020
Agriopis_marginaria	Agriopis_marginaria_11462	CCE	Pfam:PF00135:29-536:cov=0.882	OG0000020
Agriopis_marginaria	Agriopis_marginaria_11463	CCE	Pfam:PF00135:21-528:cov=0.920	OG0000020
Agriopis_marginaria	Agriopis_marginaria_11464	CCE	Pfam:PF00135:20-527:cov=0.896	OG0000020
Agriopis_marginaria	Agriopis_marginaria_11465	CCE	Pfam:PF00135:29-536:cov=0.891	OG0000020
Agriopis_marginaria	Agriopis_marginaria_11470	Nuclear_receptor_LBD	Pfam:PF00104:70-184:cov=0.625	OG0006579
Agriopis_marginaria	Agriopis_marginaria_11471	Nuclear_receptor_LBD	Pfam:PF00104:253-429:cov=0.397	OG0006579
Agriopis_marginaria	Agriopis_marginaria_11476	UGT	Pfam:PF00201:24-314:cov=0.813	OG0000005
Agriopis_marginaria	Agriopis_marginaria_11493	CCE	Pfam:PF00135:3-506:cov=0.951	OG0000129
Agriopis_marginaria	Agriopis_marginaria_11571	CCE	Pfam:PF00135:26-565:cov=0.673	OG0009583
Agriopis_marginaria	Agriopis_marginaria_1158	bHLH	Pfam:PF00010:61-113:cov=0.371	OG0006245
Agriopis_marginaria	Agriopis_marginaria_11601	CYP	Pfam:PF00067:61-492:cov=0.839	OG0002920
Agriopis_marginaria	Agriopis_marginaria_1165	bHLH	Pfam:PF00010:35-85:cov=0.440	OG0008763
Agriopis_marginaria	Agriopis_marginaria_11679	Thioredoxin	Pfam:PF00085:7-104:cov=0.445	OG0009431
Agriopis_marginaria	Agriopis_marginaria_1172	UGT	Pfam:PF00201:67-503:cov=0.815	OG0003400
Agriopis_marginaria	Agriopis_marginaria_11820	CYP	Pfam:PF00067:35-450:cov=0.879	OG0000145
Agriopis_marginaria	Agriopis_marginaria_11823	CYP	Pfam:PF00067:35-489:cov=0.901	OG0000145
Agriopis_marginaria	Agriopis_marginaria_11852	CYP	Pfam:PF00067:35-495:cov=0.915	OG0000145
Agriopis_marginaria	Agriopis_marginaria_11853	CYP	Pfam:PF00067:35-453:cov=0.867	OG0000145
Agriopis_marginaria	Agriopis_marginaria_11881	CYP	Pfam:PF00067:32-486:cov=0.903	OG0000145
Agriopis_marginaria	Agriopis_marginaria_11882	CYP	Pfam:PF00067:31-485:cov=0.905	OG0000145
Agriopis_marginaria	Agriopis_marginaria_11883	CYP	Pfam:PF00067:19-473:cov=0.927	OG0000145
Agriopis_marginaria	Agriopis_marginaria_1204	CYP	Pfam:PF00067:27-478:cov=0.897	OG0009188
Agriopis_marginaria	Agriopis_marginaria_12086	Nuclear_receptor_LBD	Pfam:PF00104:259-423:cov=0.354	OG0002235
Agriopis_marginaria	Agriopis_marginaria_12102	Keap1_BTB	Pfam:PF00651:22-118:cov=0.431	OG0002431
Agriopis_marginaria	Agriopis_marginaria_12259	GST_N	Pfam:PF02798:1-75:cov=0.387	OG0001997
Agriopis_marginaria	Agriopis_marginaria_12332	UGT	Pfam:PF00201:34-515:cov=0.906	OG0001029
Agriopis_marginaria	Agriopis_marginaria_12333	UGT	Pfam:PF00201:1-314:cov=0.949	OG0001029
Agriopis_marginaria	Agriopis_marginaria_12411	CCE	Pfam:PF00135:20-539:cov=0.935	OG0000308
Agriopis_marginaria	Agriopis_marginaria_12413	CCE	Pfam:PF00135:33-549:cov=0.928	OG0000308
Agriopis_marginaria	Agriopis_marginaria_12415	CYP	Pfam:PF00067:97-473:cov=0.776	OG0000045
Agriopis_marginaria	Agriopis_marginaria_12429	CYP	Pfam:PF00067:37-473:cov=0.859	OG0000045
Agriopis_marginaria	Agriopis_marginaria_12442	CYP	Pfam:PF00067:37-463:cov=0.863	OG0000045
Agriopis_marginaria	Agriopis_marginaria_12458	CYP	Pfam:PF00067:32-496:cov=0.930	OG0000040
Agriopis_marginaria	Agriopis_marginaria_12496	CYP	Pfam:PF00067:34-474:cov=0.882	OG0000040
Agriopis_marginaria	Agriopis_marginaria_12511	CCE	Pfam:PF00135:7-107:cov=0.835	OG0000051
Agriopis_marginaria	Agriopis_marginaria_12512	CCE	Pfam:PF00135:25-524:cov=0.929	OG0000051
Agriopis_marginaria	Agriopis_marginaria_12520	CYP	Pfam:PF00067:32-492:cov=0.918	OG0000040
Agriopis_marginaria	Agriopis_marginaria_12529	CCE	Pfam:PF00135:6-151:cov=0.864	OG0000051
Agriopis_marginaria	Agriopis_marginaria_12530	CCE	Pfam:PF00135:15-259:cov=0.911	OG0000051
Agriopis_marginaria	Agriopis_marginaria_12531	CCE	Pfam:PF00135:23-519:cov=0.926	OG0000051
Agriopis_marginaria	Agriopis_marginaria_12532	CCE	Pfam:PF00135:25-521:cov=0.922	OG0000051
Agriopis_marginaria	Agriopis_marginaria_12533	CCE	Pfam:PF00135:28-524:cov=0.887	OG0000051
Agriopis_marginaria	Agriopis_marginaria_12544	CYP	Pfam:PF00067:32-497:cov=0.932	OG0000040
Agriopis_marginaria	Agriopis_marginaria_12704	EH	Pfam:PF00561:89-384:cov=0.690	OG0002643
Agriopis_marginaria	Agriopis_marginaria_12779	PAS	Pfam:PF00989:90-150:cov=0.396	OG0004197
Agriopis_marginaria	Agriopis_marginaria_12824	CCE	Pfam:PF00135:21-500:cov=0.925	OG0010926
Agriopis_marginaria	Agriopis_marginaria_12929	CYP	Pfam:PF00067:19-461:cov=0.921	OG0009504
Agriopis_marginaria	Agriopis_marginaria_12941	CYP	Pfam:PF00067:53-513:cov=0.857	OG0008790
Agriopis_marginaria	Agriopis_marginaria_12943	CYP	Pfam:PF00067:41-521:cov=0.873	OG0003887
Agriopis_marginaria	Agriopis_marginaria_1297	CYP	Pfam:PF00067:28-476:cov=0.928	OG0005390
Agriopis_marginaria	Agriopis_marginaria_13019	CYP	Pfam:PF00067:31-492:cov=0.933	OG0001139
Agriopis_marginaria	Agriopis_marginaria_13051	CYP	Pfam:PF00067:35-476:cov=0.875	OG0000103
Agriopis_marginaria	Agriopis_marginaria_13052	CYP	Pfam:PF00067:30-488:cov=0.931	OG0001139
Agriopis_marginaria	Agriopis_marginaria_13054	CYP	Pfam:PF00067:41-489:cov=0.877	OG0000103
Agriopis_marginaria	Agriopis_marginaria_13173	SULT	Pfam:PF00685:137-387:cov=0.621	OG0005589
Agriopis_marginaria	Agriopis_marginaria_13258	EH	Pfam:PF00561:114-365:cov=0.582	OG0008059
Agriopis_marginaria	Agriopis_marginaria_1334	Nuclear_receptor_LBD	Pfam:PF00104:183-354:cov=0.460	OG0009593
Agriopis_marginaria	Agriopis_marginaria_13452	CYP	Pfam:PF00067:34-501:cov=0.897	OG0000058
Agriopis_marginaria	Agriopis_marginaria_13573	CCE	Pfam:PF00135:28-521:cov=0.908	OG0004633
Agriopis_marginaria	Agriopis_marginaria_13574	CCE	Pfam:PF00135:36-524:cov=0.891	OG0002524
Agriopis_marginaria	Agriopis_marginaria_13577	CCE	Pfam:PF00135:20-532:cov=0.916	OG0006528
Agriopis_marginaria	Agriopis_marginaria_13578	CCE	Pfam:PF00135:20-532:cov=0.898	OG0006528
Agriopis_marginaria	Agriopis_marginaria_13589	CCE	Pfam:PF00135:1-400:cov=0.941	OG0002524
Agriopis_marginaria	Agriopis_marginaria_13720	CYP	Pfam:PF00067:35-452:cov=0.871	OG0000145
Agriopis_marginaria	Agriopis_marginaria_13721	CYP	Pfam:PF00067:35-483:cov=0.898	OG0000145
Agriopis_marginaria	Agriopis_marginaria_13798	CYP	Pfam:PF00067:64-503:cov=0.846	OG0003226
Agriopis_marginaria	Agriopis_marginaria_13868	ABC_NBD	Pfam:PF00005:35-120:cov=0.376	OG0011553
Agriopis_marginaria	Agriopis_marginaria_13960	CCE	Pfam:PF00135:26-124:cov=0.615	OG0000020
Agriopis_marginaria	Agriopis_marginaria_13962	CCE	Pfam:PF00135:24-511:cov=0.865	OG0016439
Agriopis_marginaria	Agriopis_marginaria_14018	CCE	Pfam:PF00135:34-536:cov=0.760	OG0007335
Agriopis_marginaria	Agriopis_marginaria_14258	UGT	Pfam:PF00201:26-511:cov=0.949	OG0009553
Agriopis_marginaria	Agriopis_marginaria_14263	Keap1_BTB	Pfam:PF00651:2-85:cov=0.464	OG0013816
Agriopis_marginaria	Agriopis_marginaria_1443	CCE	Pfam:PF00135:21-519:cov=0.893	OG0000020
Agriopis_marginaria	Agriopis_marginaria_14433	CCE	Pfam:PF00135:7-95:cov=0.788	OG0000051
Agriopis_marginaria	Agriopis_marginaria_14592	Nuclear_receptor_LBD	Pfam:PF00104:255-455:cov=0.422	OG0003980
Agriopis_marginaria	Agriopis_marginaria_14670	CCE	Pfam:PF00135:25-543:cov=0.928	OG0009697
Agriopis_marginaria	Agriopis_marginaria_14671	CCE	Pfam:PF00135:25-514:cov=0.925	OG0009697
Agriopis_marginaria	Agriopis_marginaria_14677	CCE	Pfam:PF00135:90-587:cov=0.848	OG0002076
Agriopis_marginaria	Agriopis_marginaria_14740	GST_C	Pfam:PF00043:117-200:cov=0.372	OG0004890
Agriopis_marginaria	Agriopis_marginaria_14741	GST_C	Pfam:PF00043:130-213:cov=0.357	OG0004890
Agriopis_marginaria	Agriopis_marginaria_14875	CCE	Pfam:PF00135:35-556:cov=0.921	OG0000244
Agriopis_marginaria	Agriopis_marginaria_14926	CYP	Pfam:PF00067:42-501:cov=0.891	OG0002891
Agriopis_marginaria	Agriopis_marginaria_14965	EH	Pfam:PF00561:39-158:cov=0.412	OG0000744
Agriopis_marginaria	Agriopis_marginaria_14979	EH	Pfam:PF00561:53-294:cov=0.786	OG0000744
Agriopis_marginaria	Agriopis_marginaria_15040	UGT	Pfam:PF00201:39-191:cov=0.637	OG0000608
Agriopis_marginaria	Agriopis_marginaria_15092	CYP	Pfam:PF00067:66-505:cov=0.856	OG0002349
Agriopis_marginaria	Agriopis_marginaria_15096	CYP	Pfam:PF00067:58-245:cov=0.399;Pfam:PF00067:261-462:cov=0.429	OG0002349
Agriopis_marginaria	Agriopis_marginaria_15307	CCE	Pfam:PF00135:8-93:cov=0.896	OG0009830
Agriopis_marginaria	Agriopis_marginaria_15308	CCE	Pfam:PF00135:6-428:cov=0.955	OG0009830
Agriopis_marginaria	Agriopis_marginaria_15352	bHLH	Pfam:PF00010:46-97:cov=0.382	OG0002212
Agriopis_marginaria	Agriopis_marginaria_15424	CCE	Pfam:PF00135:55-593:cov=0.845	OG0004660
Agriopis_marginaria	Agriopis_marginaria_156	CYP	Pfam:PF00067:32-481:cov=0.916	OG0000861
Agriopis_marginaria	Agriopis_marginaria_15792	CCE	Pfam:PF00135:20-527:cov=0.703	OG0001136
Agriopis_marginaria	Agriopis_marginaria_15819	CCE	Pfam:PF00135:20-528:cov=0.932	OG0005406
Agriopis_marginaria	Agriopis_marginaria_15821	CCE	Pfam:PF00135:21-464:cov=0.957	OG0000051
Agriopis_marginaria	Agriopis_marginaria_15828	CCE	Pfam:PF00135:32-249:cov=0.754	OG0010900
Agriopis_marginaria	Agriopis_marginaria_15846	CYP	Pfam:PF00067:33-390:cov=0.884	OG0002244
Agriopis_marginaria	Agriopis_marginaria_15847	CYP	Pfam:PF00067:34-473:cov=0.878	OG0002244
Agriopis_marginaria	Agriopis_marginaria_15850	CYP	Pfam:PF00067:32-356:cov=0.619	OG0003690
Agriopis_marginaria	Agriopis_marginaria_15851	CYP	Pfam:PF00067:50-391:cov=0.870	OG0003690
Agriopis_marginaria	Agriopis_marginaria_15852	CYP	Pfam:PF00067:34-465:cov=0.878	OG0002244
Agriopis_marginaria	Agriopis_marginaria_15853	CYP	Pfam:PF00067:36-478:cov=0.890	OG0003690
Agriopis_marginaria	Agriopis_marginaria_15854	CYP	Pfam:PF00067:36-477:cov=0.889	OG0003690
Agriopis_marginaria	Agriopis_marginaria_15964	CYP	Pfam:PF00067:41-446:cov=0.866	OG0007408
Agriopis_marginaria	Agriopis_marginaria_16036	Keap1_BTB	Pfam:PF00651:13-114:cov=0.634	OG0007551
Agriopis_marginaria	Agriopis_marginaria_16052	CCE	Pfam:PF00135:18-493:cov=0.853	OG0004715
Agriopis_marginaria	Agriopis_marginaria_16099	CCE	Pfam:PF00135:64-378:cov=0.822	OG0000181
Agriopis_marginaria	Agriopis_marginaria_16100	CCE	Pfam:PF00135:133-678:cov=0.796	OG0000181
Agriopis_marginaria	Agriopis_marginaria_16101	CCE	Pfam:PF00135:64-582:cov=0.880	OG0000181
